f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.0,0.0,-0.2985513571799533,-0.48962422577512343,-0.4418560086263309,-1.074784885847832,-0.7045812029446898,-1.4808147316125684,-1.0389587229862376,-1.6121773287717478,0.17913081430797198,-1.4688726773253704,0.3104934114671514,-2.1734538802700603,0.39408779147753836,-2.615309888896391,0.4776821714879253,-2.9616294632251368,0.5135083343495197,-1.349452134453389,0.9075961258270581,-1.9584969031004937,1.1464372115710206,-2.3167585317164376,1.3375100801661908,-2.5675416717475983,0.7762335286678786,-1.098668994422228,1.265857754443002,-1.5644091116229553,1.5644091116229553,-1.8271343059413143,1.803250197366918,-2.0182071745364842,0.9434222886886525,-0.8240017458166712,1.3972203516021815,-1.0150746144118412,1.695771708782135,-1.1225531029966245,1.9346127945260976,-1.2061474830070114,play_pause
0.0,0.0,-0.2195102031015834,-0.50833941770893,-0.28882921460734656,-1.0282320040021538,-0.48523308054034225,-1.4094865672838512,-0.7740622951476888,-1.5596777588796715,0.4621267433717545,-1.2939548814409125,0.7047432836419256,-1.9062728164084872,0.8780408124063336,-2.2990805482744787,1.0282320040021538,-2.5994629314661193,0.7856154637319827,-1.109104184092211,1.2477422071037372,-1.6636562761383162,1.513465084542496,-2.010251333667132,1.7560816248126672,-2.2759742111058907,0.9935724982492722,-0.843381306653452,1.5019119159582022,-1.2015295327665616,1.7907411305655487,-1.3979333986995575,2.010251333667132,-1.52501825312679,1.109104184092211,-0.5314457548775177,1.5596777588796715,-0.6007647663832808,1.8600601420713119,-0.6354242721361625,2.114229850925777,-0.6469774407204563,play_pause
0.0,0.0,-0.19437776578348331,-0.5030953937925451,-0.25154769689627254,-1.0404927462527636,-0.434491476457198,-1.4292482778197302,-0.7089071457985862,-1.6121920573806556,0.5373973524602186,-1.2920404431490362,0.8118130218016067,-1.886607726722044,0.9833228151399744,-2.2639292720664526,1.1205306498106686,-2.5612129138529567,0.8346809942467225,-1.1205306498106686,1.2920404431490362,-1.6464940160483292,1.5435881400453086,-1.9666456302799489,1.7493998920513498,-2.2181933271762215,1.0519267324753214,-0.8461149804692804,1.5550221262678665,-1.2577384844813626,1.8637397542769283,-1.4978521951550774,2.092419478728085,-1.6922299609385607,1.1662665947008999,-0.5145293800151028,1.6121920573806556,-0.5945672835730078,1.9094756991671595,-0.6174352560181234,2.17245738228599,-0.6288692422406813,play_pause
0.0,0.0,-0.18329255183750182,-0.4975083549875049,-0.24875417749375245,-1.02120136023751,-0.39276975393750385,-1.4008787890437637,-0.6677085816937566,-1.5579866906187654,0.405862079068754,-1.2699555377312626,0.6546162565625064,-1.8722024937687685,0.811724158137508,-2.2518799225750223,0.9426474094500092,-2.553003400593775,0.7200778822187571,-1.099755311025011,1.1783092618125117,-1.6496329665375162,1.4532480895687643,-2.00312574508127,1.6889099419312668,-2.2780645728375224,0.9426474094500092,-0.8510011335312584,1.4794327398312646,-1.2437708874687623,1.8067408681125179,-1.4925250649625148,2.06858737073752,-1.6889099419312668,1.099755311025011,-0.5498776555125054,1.5841713408812657,-0.6808009068250067,1.9114794691625188,-0.7462625324812574,2.1864182969187715,-0.7986318330062578,play_pause
0.0,0.0,-0.1866500737976456,-0.466625184494114,-0.26664296256806513,-0.933250368988228,-0.4399608882373075,-1.253221924069906,-0.7066038508053726,-1.346546960968729,0.3066394069532749,-1.3065505165835192,0.41329659198050095,-1.9064971823616659,0.4799573326225173,-2.279797329956957,0.5066216288793238,-2.5731045887818285,0.5999466657781466,-1.1732290352994865,0.9599146652450345,-1.7465114048208268,1.1732290352994865,-2.1064794042877146,1.3598791090971323,-2.37312236685578,0.8265931839610019,-0.9065860727314214,1.3198826647119224,-1.2665540721983095,1.6531863679220038,-1.5065327385095681,1.9064971823616659,-1.6665185160504072,0.986578961501841,-0.57328236952134,1.4798684422527615,-0.7332681470621791,1.8131721454628429,-0.8399253320894052,2.093147256159311,-0.933250368988228,play_pause
0.0,0.0,-0.19916847706218146,-0.49792119265545365,-0.25607375622280476,-1.0669739842616865,-0.39833695412436293,-1.422631979015582,-0.6686370301373235,-1.4510846185958937,0.15648951769171401,-1.5506688571269842,0.2276211166424931,-2.261984846634775,0.25607375622280476,-2.68877444033945,0.2703000760129606,-3.015979795513034,0.4552422332849862,-1.4510846185958937,0.8109002280388817,-2.119721648733217,1.0527476644715306,-2.5322849226477357,1.2661424613238679,-2.845263958031164,0.711315989507791,-1.2234635019534004,1.2376898217435564,-1.6929320550285425,1.5933478164974517,-1.9916847706218146,1.8636478925104123,-2.190853247683996,0.9247107863601283,-0.9104844665699724,1.4653109383860494,-1.095426623841998,1.8351952529301008,-1.2092371821632446,2.1624006081036846,-1.2803687811140236,play_pause
0.0,0.0,-0.25458100555393937,-0.4957630108155662,-0.3215760070155024,-1.0451220228003828,-0.4421670096463158,-1.33990002923126,-0.6833490149079425,-1.3800970301081976,-0.0803940017538756,-1.473890032154386,-0.10719200233850079,-2.237633048816204,-0.133990002923126,-2.67980005846252,-0.17418700380006377,-3.0147750657703347,0.20098500438468897,-1.3934960304005102,0.4957630108155662,-2.1304410464777033,0.6565510143233173,-2.599406056708644,0.7637430166618181,-2.947780064308772,0.4957630108155662,-1.1925110260158214,0.9781270213388197,-1.7418700380006378,1.2595060274773844,-2.103643045893078,1.4604910318620732,-2.37162305173933,0.736945016077193,-0.8977330195849441,1.272905027769697,-1.1255160245542584,1.6212790353698245,-1.2461070271850716,1.902658041508389,-1.3532990295235725,play_pause
0.0,0.0,0.3676625152687057,-0.23285292633684693,0.7843466992399054,-0.6372816931324231,1.2132863003867287,-0.8946454538205171,1.6054596500066813,-0.9436671225230112,0.3308962637418351,-1.5196717297773168,0.5024721042005644,-2.0711655026803752,0.5882600244299291,-2.4265726007734574,0.6617925274836702,-2.745213447339669,-0.012255417175623522,-1.5686933984798108,0.04902166870249409,-2.181464257260987,0.07353250305374114,-2.5491267725296924,0.08578792022936466,-2.8800230362715276,-0.3308962637418351,-1.4461392267235755,-0.3921733496199527,-1.9731221652753872,-0.4411950183224468,-2.3285292633684693,-0.46570585267369385,-2.647170109934681,-0.6127708587811761,-1.1887754660354817,-0.9191562881717642,-1.4951608954260698,-1.1397537973329877,-1.6544813187091756,-1.3235850549673405,-1.826057159167905,play_pause
0.0,0.0,-0.32611585068787186,-0.5299382573677918,-0.5027619364771357,-1.1278173169622234,-0.8696422685009916,-1.5218739698767354,-1.3044634027514874,-1.6577555743300152,0.38046849246918385,-1.5898147721033753,0.5027619364771357,-2.337163596596415,0.5571145782584478,-2.812749212182895,0.5978790595944318,-3.1932177046520787,0.7337606640477117,-1.4403450072047674,1.1821699587435355,-2.092576708580511,1.4267568467594394,-2.486633361495023,1.6305792534393593,-2.799161051737567,0.9647593916182876,-1.1685817982982074,1.5490502907673913,-1.6169910929940312,1.9159306227912472,-1.9159306227912472,2.174105671252479,-2.119753029471167,1.0598765147355835,-0.8560541080556636,1.5762266116580472,-0.9375830707276316,1.902342462345919,-1.0055238729542715,2.174105671252479,-1.0598765147355835,play_pause
0.0,0.0,0.4809512948025272,-0.2524994297713268,0.8897598953846753,-0.6853555950936012,1.2023782370063179,-1.0340452838254335,1.5149965786279607,-1.2264258017464442,0.38476103584202176,-1.539044143368087,0.5651177713929695,-2.1282094795011828,0.673331812723538,-2.488922950603078,0.7574982893139803,-2.8135650745947838,0.02404756474012636,-1.5871392728483398,0.0601189118503159,-2.2364235208317513,0.04809512948025272,-2.6211845566737733,0.04809512948025272,-2.957850463035542,-0.2885707768815163,-1.466901449147708,-0.3486896887318322,-2.0320192205406773,-0.4088086005821481,-2.4047564740126357,-0.44487994769233763,-2.729398598004342,-0.5651177713929695,-1.2264258017464442,-0.7935696364241699,-1.6232106199585292,-0.937855024864928,-1.875710049729856,-1.0340452838254335,-2.1282094795011828,play_pause
0.0,0.0,0.5075672514004169,-0.2475937811709351,0.965615746566647,-0.6685032091615247,1.3370064183230495,-1.0151345028008338,1.7083970900794523,-1.1760704605619416,0.4580484951662299,-1.5722205104354379,0.656123520102978,-2.178825274304229,0.755161032571352,-2.562595635119178,0.8541985450397261,-2.9092269287584873,0.08665782340982729,-1.6341189557281717,0.12379689058546756,-2.3026221648896965,0.1361765796440143,-2.6987722147631925,0.14855626870256106,-3.0577831974610485,-0.22283440305384158,-1.5350814432597977,-0.28473284834657536,-2.0921674508944017,-0.33425160458076236,-2.4511784335922577,-0.3590109826978559,-2.7854300381730197,-0.5075672514004169,-1.312247040205956,-0.705642276337165,-1.6836377119623587,-0.8418188559811793,-1.931231493133294,-0.9284766793910066,-2.166445585245682,play_pause
0.0,0.0,0.34930982055722165,-0.3027351778162588,0.6986196411144433,-0.7451942838554062,1.0362858009864244,-1.0595731223569058,1.3273773181174424,-1.2458716933207574,0.1513675889081294,-1.385595621543646,0.18629857096385155,-1.9794223164909228,0.209585892334333,-2.3287321370481444,0.23287321370481445,-2.631467314864403,-0.19794223164909228,-1.339020978802683,-0.29109151713101805,-1.9444913344352006,-0.33766615987198095,-2.2588701729367,-0.3725971419277031,-2.515030708011996,-0.48903374878011036,-1.176009729209313,-0.6404013376882397,-1.7116181207303862,-0.6986196411144433,-2.0492842806023672,-0.7451942838554062,-2.317088476362904,-0.7335506231701655,-0.9198491941340171,-0.9547801761897392,-1.2691590146912388,-1.094504104412628,-1.4903885677108124,-1.2109407112650352,-1.7116181207303862,play_pause
0.0,0.0,0.29742941739820034,-0.29742941739820034,0.5591673047086166,-0.7614193085393929,0.8328023687149609,-1.0945402560253772,1.1421289628090894,-1.2611007297683694,-0.08328023687149609,-1.4395583802072895,-0.11897176695928013,-2.0344172150036903,-0.16656047374299218,-2.3913325158815306,-0.21414918052670426,-2.712556286671587,-0.4401955377493365,-1.3800724967276496,-0.6067560114923287,-1.9987256849159063,-0.7257277784516089,-2.3318466324018905,-0.844699545410889,-2.641173226496019,-0.7019334250597528,-1.1778204928968734,-0.9636713123701691,-1.701296267517706,-1.1302317861131612,-2.0106228616118345,-1.2729979064642976,-2.2961551023141067,-0.904185428890529,-0.868493898802745,-1.2135120229846574,-1.1778204928968734,-1.4276612035113616,-1.3443809666398656,-1.61801603064621,-1.5228386170787858,play_pause
0.0,0.0,0.45496748003279924,-0.2394565684383154,0.8979621316436828,-0.6225870779396201,1.3050382979888189,-0.8500708179560197,1.6881688074901235,-0.8859893032217669,0.3591848526574731,-1.4247665822079767,0.5148316221423781,-1.9994623464599337,0.5866685926738727,-2.3586471991174065,0.6465327347834516,-2.6699407380872167,0.0,-1.4726578958956398,0.01197282842191577,-2.0952449738352596,0.01197282842191577,-2.442456998070817,-0.01197282842191577,-2.765723365462543,-0.3232663673917258,-1.3649024400983978,-0.40707616634513616,-1.9156525475065231,-0.45496748003279924,-2.2628645717420803,-0.4789131368766308,-2.5741581107118905,-0.5986414210957886,-1.1374187000819982,-0.8740164747998512,-1.4966035527394712,-1.041636072706672,-1.7121144643339552,-1.1853100137696613,-1.927625375928439,play_pause
0.0,0.0,0.5191309399651958,-0.24226110531709136,0.9805806643787031,-0.6229571279582349,1.3612766870198467,-0.9228994488270147,1.7073639803299772,-1.1074793385924175,0.44991348130316966,-1.3958854163508596,0.6229571279582349,-1.9842338149780816,0.7152470728409364,-2.34185735139855,0.7844645315029625,-2.653335915377667,0.08075370177236378,-1.4304941456818727,0.10382618799303915,-2.053451273640108,0.10382618799303915,-2.4341472962812514,0.09228994488270147,-2.768698346481044,-0.23072486220675367,-1.315131714578496,-0.28840607775844207,-1.8804076269850425,-0.3230148070894551,-2.238031163405511,-0.3576235364204682,-2.549509727384628,-0.507594696854858,-1.1074793385924175,-0.6691021003995856,-1.5343203336749118,-0.7844645315029625,-1.8111901683230163,-0.876754476385664,-2.076523759860783,play_pause
0.0,0.0,0.416991824625133,-0.32167940756795976,0.7982414928538261,-0.7744133885895327,1.143749004686079,-1.0841787440253459,1.4773424643861854,-1.2271473696111057,0.28593725117151975,-1.489256516518332,0.4050777724929863,-2.084959123125665,0.4646480331537196,-2.442380687090065,0.5123042416823063,-2.775974146790171,-0.07148431279287994,-1.5011705686504788,-0.11914052132146657,-2.120701279522105,-0.1667967298500532,-2.4781228434865046,-0.1906248341143465,-2.7998022510544645,-0.381249668228693,-1.3701159951968656,-0.524218293814453,-1.9300764454077584,-0.6076166587394795,-2.287498009372158,-0.6671869194002128,-2.609177416940118,-0.6433588151359195,-1.1199209004217858,-0.9292960663074392,-1.4773424643861854,-1.1199209004217858,-1.703709454896972,-1.2748035781396923,-1.9300764454077584,play_pause
0.0,0.0,0.518079464539816,-0.20507312138034384,0.9713989960121551,-0.5936327197852059,1.3167853057053658,-0.8850524185888524,1.6513782932206635,-1.036158929079632,0.48569949800607753,-1.424718527484494,0.6799792972085086,-1.9967646029138744,0.7771191968097241,-2.342150912607085,0.8634657742330267,-2.6551572557665573,0.11872654395704117,-1.489478460551971,0.15110651049077967,-2.1154911468709154,0.15110651049077967,-2.471670778742039,0.15110651049077967,-2.7954704440794242,-0.20507312138034384,-1.4031318831286685,-0.2806263766257337,-1.953591314202223,-0.33459298751529787,-2.3205642682512595,-0.3777662762269492,-2.6443639335886444,-0.48569949800607753,-1.1872654395704119,-0.7231525859201599,-1.5758250379752738,-0.8958457407667653,-1.8132781258893562,-1.0253656069017192,-2.0507312138034384,play_pause
0.0,0.0,0.4439247271510167,-0.3139955387165728,0.8553671571934225,-0.7579202658675895,1.2234998577576803,-1.1043981016927733,1.526667964104716,-1.3534290461921241,0.3248229710861098,-1.4725308022570311,0.45475215952055376,-2.013902420733881,0.5305441861073127,-2.371207688928602,0.5846813479549977,-2.6635483629061003,-0.03248229710861098,-1.4833582346265681,-0.03248229710861098,-2.057212150212029,-0.04330972947814798,-2.3928625536676758,-0.06496459421722196,-2.6852032276451743,-0.3464778358251838,-1.3642564785616613,-0.45475215952055376,-1.8731457999299,-0.5088893213682387,-2.1763139062769357,-0.5521990508463867,-2.4578271478848976,-0.6171636450636087,-1.1368803988013843,-0.8553671571934225,-1.4617033698874942,-1.0286060751060144,-1.634942287800086,-1.1585352635404584,-1.797353773343141,play_pause
0.0,0.0,0.3578435276516536,-0.41085738360004675,0.609659343406521,-0.9807563350452729,0.8084613032129953,-1.4843879665550077,0.9807563350452729,-1.8554849581937596,-0.1457881038580811,-1.7229503183227768,-0.2120554237935725,-2.4253839096389855,-0.2783227437290639,-2.8362412932390324,-0.3578435276516536,-3.2073382848777845,-0.49037816752263647,-1.6699364623743835,-0.7156870553033072,-2.3193561977421995,-0.8614751591613884,-2.70370665336805,-1.0072632630194696,-3.0217897890584084,-0.7687009112517004,-1.457881038580811,-1.033770190993666,-2.001273062051841,-1.219318686813042,-2.345863125716396,-1.3783602546582214,-2.637439333432558,-0.9675028710581747,-1.1530513668775506,-1.2855860067485334,-1.497641430542106,-1.4843879665550077,-1.69644339034858,-1.6699364623743835,-1.881991886167956,play_pause
0.0,0.0,0.36042699416890556,-0.3964696935857961,0.600711656948176,-0.8890532522833003,0.8289820865884828,-1.29753717900806,1.021209816811899,-1.5618503080652575,-0.12014233138963519,-1.573864541204221,-0.18021349708445278,-2.2106188975692875,-0.2522988959182339,-2.6070885911550836,-0.324384294752015,-2.9314728859070986,-0.4685550924195772,-1.5017791423704399,-0.6848112889209206,-2.15054773187447,-0.8409963197274463,-2.5229889591823387,-0.9851671173950085,-2.823344787656427,-0.7328682214767747,-1.29753717900806,-1.021209816811899,-1.8381776702614183,-1.201423313896352,-2.15054773187447,-1.3816368109808046,-2.4148608609316673,-0.9371101848391544,-0.997181350533972,-1.273508712730133,-1.3095514121470235,-1.4897649092314762,-1.5017791423704399,-1.6940068725938562,-1.6819926394548925,play_pause
0.0,0.0,0.35651029028339093,-0.26450763472638683,0.6670192527882798,-0.7245209125114074,0.9545275514039177,-1.0695308708501727,1.2420358500195554,-1.276536845853432,0.0,-1.4490418250228148,-0.03450099583387654,-1.9895574264202138,-0.09200265555700411,-2.3230670528143538,-0.16100464722475719,-2.5990750194853662,-0.36801062222801645,-1.4030404972443127,-0.5175149375081481,-1.9895574264202138,-0.6210179250097777,-2.3115667208697284,-0.7130205805667819,-2.553073691706864,-0.6440185888990287,-1.23053551807493,-0.89702589168079,-1.7135494597492016,-1.0235295430716707,-2.0010577583648392,-1.1155321986286748,-2.2080637333680984,-0.8625248958469135,-0.9430272194592921,-1.184534190296428,-1.2190351861303044,-1.345538837521185,-1.3570391694658106,-1.4605421569674402,-1.4720424889120658,play_pause
0.0,0.0,0.5675553154061794,-0.1603960673973985,1.0610816766289441,-0.5428789973450412,1.4559027656071557,-0.8389948140786999,1.8507238545853675,-0.9747145634149602,0.641584269589594,-1.4312264475460175,0.8760092911704073,-1.9741054448910587,1.0117290405066677,-2.294897579685856,1.1351106308123589,-2.5786752373889454,0.2837776577030897,-1.5175935607600013,0.3948210889782117,-2.109825194227319,0.4441737251004882,-2.4676318061138236,0.49352636122276466,-2.7884239409086202,-0.037014477091707354,-1.4435646065765866,0.0,-1.998781762952197,0.012338159030569116,-2.3565883748387013,0.037014477091707354,-2.665042350602929,-0.34546845285593525,-1.270830380148619,-0.40715924800878084,-1.7150041052491072,-0.4318355660699191,-1.998781762952197,-0.4441737251004882,-2.2702212616247177,play_pause
0.0,0.0,0.5363461148812614,-0.2194143197241524,1.0239334920460446,-0.5851048525977397,1.4261930782069905,-0.8898469633257292,1.7431248733640996,-1.0848819141916424,0.5729151681686201,-1.414003393777871,0.7557604346054139,-1.986918561946491,0.8410882256092509,-2.3160400415327196,0.9264160166130879,-2.6085924678315897,0.23160400415327198,-1.4871415003525885,0.29255242629886985,-2.0722463529503283,0.3291214795862286,-2.3891781481074372,0.3656905328735873,-2.657351205548068,-0.09751747543295662,-1.4261930782069905,-0.14627621314943492,-1.9381598242300129,-0.1584658975785545,-2.279470988245361,-0.14627621314943492,-2.547644045685992,-0.41444927059006564,-1.2555374961993164,-0.5607254837395006,-1.6212280290729038,-0.6460532747433376,-1.8528320332261758,-0.6948120124598159,-2.047866984092089,play_pause
0.0,0.0,0.45945945325054793,-0.29729729327976634,0.8783783665084005,-0.7702702598612128,1.2432432264426592,-1.1351351197954713,1.554054033053324,-1.3378378197589484,0.36486485993425866,-1.554054033053324,0.4864864799123449,-2.162162132943755,0.5405405332359388,-2.527026992878014,0.5810810732286341,-2.8378377994886783,0.01351351333089847,-1.5810810597151208,-0.01351351333089847,-2.189189159605552,-0.02702702666179694,-2.5540540195398105,-0.06756756665449234,-2.8648648261504754,-0.29729729327976634,-1.4594594397370346,-0.43243242658875103,-1.9729729463111765,-0.5135135065741419,-2.3243242929145365,-0.5810810732286341,-2.621621586194303,-0.5810810732286341,-1.2297297131117606,-0.8108107998539081,-1.5810810597151208,-0.9729729598246898,-1.7972972730094963,-1.1081080931336744,-2.013513486303872,play_pause
